time_ms,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,label
12623,0.2118,-0.0520,0.3927,0.20,3.82,-1.73,0.4492,4.1933,idle
12643,0.2092,-0.0537,0.3979,1.01,4.26,-2.50,0.4528,5.0426,idle
12663,0.2037,-0.0538,0.3969,1.62,2.82,-2.72,0.4493,4.2405,idle
12683,0.2073,-0.0544,0.3927,2.29,2.40,-2.12,0.4474,3.9361,idle
12703,0.2057,-0.0552,0.3909,3.28,2.93,-2.58,0.4451,5.1014,idle
12723,0.1986,-0.0526,0.3966,4.06,1.50,-2.64,0.4467,5.0702,idle
12743,0.1956,-0.0536,0.3970,4.72,-1.31,-2.53,0.4458,5.5138,idle
12763,0.2086,-0.0521,0.3944,6.11,-3.02,-2.46,0.4492,7.2439,idle
12783,0.2106,-0.0479,0.3888,6.70,-2.35,-2.49,0.4447,7.5261,idle
12803,0.2194,-0.0488,0.3845,7.10,-0.18,-1.56,0.4454,7.2703,idle
12823,0.2053,-0.0460,0.3867,6.95,1.02,-1.19,0.4403,7.1217,idle
12843,0.1947,-0.0364,0.3771,7.18,0.50,-0.87,0.4259,7.2457,idle
12863,0.1382,-0.0286,0.3480,2.29,-0.92,-1.02,0.3755,2.6702,idle
12883,0.1652,-0.0312,0.3514,0.47,-6.67,1.16,0.3896,6.7884,idle
12903,0.2244,-0.0453,0.3724,-1.33,-5.27,-1.94,0.4371,5.7677,idle
12923,0.1808,-0.0378,0.4137,-0.89,-9.21,0.73,0.4531,9.2776,idle
12943,0.1958,-0.0468,0.4082,2.41,-19.10,3.01,0.4551,19.4845,idle
12963,0.2510,-0.0387,0.3810,2.31,-14.95,0.82,0.4579,15.1458,idle
12983,0.2593,-0.0396,0.3795,1.51,-0.49,-1.98,0.4613,2.5421,idle
13003,0.2129,-0.0359,0.3947,2.47,5.37,-2.34,0.4498,6.3603,idle
13023,0.1992,-0.0380,0.3975,4.87,-1.10,-1.83,0.4462,5.3183,idle
13043,0.2189,-0.0339,0.3827,4.11,-1.56,-2.56,0.4422,5.0863,idle
13063,0.1980,-0.0323,0.3842,2.92,-2.76,-2.81,0.4334,4.9021,idle
13083,0.2002,-0.0310,0.3784,1.44,-6.46,-1.76,0.4292,6.8446,idle
13103,0.2115,-0.0422,0.3882,0.34,-6.34,-1.30,0.4441,6.4761,idle
13123,0.2162,-0.0397,0.3872,0.40,-5.02,-1.24,0.4452,5.1881,idle
13143,0.2203,-0.0443,0.3776,0.55,-0.06,-0.98,0.4394,1.1227,idle
13163,0.1981,-0.0438,0.3959,1.36,2.92,-0.76,0.4448,3.3064,idle
13183,0.1858,-0.0428,0.3961,2.46,-1.73,-0.12,0.4396,3.0055,idle
13203,0.1970,-0.0438,0.3872,3.07,-5.60,0.21,0.4367,6.3919,idle
13223,0.2075,-0.0410,0.3810,2.64,-6.20,0.75,0.4358,6.7791,idle
13243,0.2098,-0.0419,0.3846,2.41,-4.76,1.01,0.4402,5.4336,idle
