time_ms,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,label
18243,-0.0892,-0.0043,0.4010,1.42,-2.06,-0.60,0.4108,2.5726,idle
18263,-0.0896,-0.0054,0.4026,0.96,-1.95,-0.35,0.4125,2.2062,idle
18283,-0.0929,-0.0079,0.4038,0.50,-2.05,-0.03,0.4144,2.1071,idle
18303,-0.0972,-0.0067,0.4019,0.52,-3.51,0.11,0.4135,3.5512,idle
18323,-0.0908,-0.0060,0.4023,0.34,-4.06,0.06,0.4125,4.0754,idle
18343,-0.0878,-0.0099,0.4008,0.17,-2.52,0.38,0.4104,2.5534,idle
18363,-0.0914,-0.0106,0.4047,0.03,-2.66,0.55,0.4150,2.7129,idle
18383,-0.0869,-0.0055,0.4037,0.11,-2.90,0.46,0.4130,2.9386,idle
18403,-0.0800,-0.0112,0.3975,-0.14,-2.21,0.18,0.4056,2.2256,idle
18423,-0.0840,-0.0071,0.4038,-0.17,-2.14,0.09,0.4125,2.1459,idle
18443,-0.0872,-0.0098,0.4021,0.26,-2.76,0.21,0.4116,2.7837,idle
18463,-0.0834,-0.0079,0.4003,0.23,-2.20,0.11,0.4089,2.2130,idle
18483,-0.0884,-0.0093,0.3977,0.06,-2.15,-0.26,0.4075,2.1691,idle
18503,-0.0913,-0.0054,0.4081,0.49,-3.53,-0.06,0.4182,3.5609,idle
18523,-0.0797,-0.0077,0.4038,0.85,-2.95,-0.37,0.4117,3.0899,idle
18543,-0.0833,-0.0090,0.4072,0.75,-1.62,-0.67,0.4157,1.9052,idle
18563,-0.0909,-0.0059,0.4069,1.15,-1.01,-0.53,0.4169,1.6162,idle
18583,-0.0964,-0.0087,0.4092,0.99,-2.78,-0.23,0.4205,2.9594,idle
18603,-0.0900,-0.0083,0.4049,1.08,-4.60,0.43,0.4149,4.7408,idle
18623,-0.0801,-0.0138,0.4078,1.31,-3.31,0.15,0.4159,3.5669,idle
18643,-0.0848,-0.0106,0.4041,1.47,-2.03,-0.26,0.4130,2.5176,idle
18663,-0.0903,-0.0059,0.4131,1.04,-2.98,-0.02,0.4229,3.1530,idle
18683,-0.0878,-0.0073,0.4076,1.13,-4.18,0.31,0.4170,4.3438,idle
18703,-0.0865,-0.0114,0.4010,1.66,-4.23,0.50,0.4104,4.5725,idle
18723,-0.0811,-0.0084,0.3978,1.28,-4.15,-0.05,0.4061,4.3464,idle
18743,-0.0861,-0.0067,0.4034,1.45,-3.10,0.09,0.4126,3.4230,idle
