time_ms,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,label
14023,0.2198,-0.0422,0.3834,-0.05,-1.30,-0.05,0.4440,1.2993,idle
14043,0.2196,-0.0371,0.3823,-0.12,-4.05,0.17,0.4425,4.0511,idle
14063,0.2251,-0.0374,0.3809,-0.81,-5.07,0.29,0.4440,5.1411,idle
14083,0.2366,-0.0378,0.3717,-1.83,-2.64,0.56,0.4422,3.2637,idle
14103,0.2303,-0.0396,0.3685,-3.50,2.17,1.02,0.4364,4.2391,idle
14123,0.2306,-0.0537,0.3719,-4.03,4.02,2.11,0.4409,6.0668,idle
14143,0.2228,-0.0557,0.3798,-3.31,3.30,0.49,0.4438,4.6999,idle
14163,0.2089,-0.0574,0.3878,-2.26,-1.13,0.08,0.4442,2.5274,idle
14183,0.2147,-0.0596,0.3888,-1.44,-6.35,-0.17,0.4481,6.5134,idle
14203,0.2400,-0.0562,0.3773,-0.23,-4.82,-1.59,0.4507,5.0842,idle
14223,0.2222,-0.0562,0.3766,0.46,-1.74,-0.76,0.4408,1.9549,idle
14243,0.2130,-0.0516,0.3806,1.18,-2.81,-0.46,0.4392,3.0795,idle
14263,0.2130,-0.0516,0.3777,1.62,-3.83,-0.06,0.4367,4.1602,idle
14283,0.2169,-0.0490,0.3799,1.76,-5.92,0.20,0.4402,6.1816,idle
14303,0.2169,-0.0508,0.3694,1.89,-5.95,1.16,0.4314,6.3547,idle
14323,0.2318,-0.0444,0.3682,1.42,-3.56,1.37,0.4373,4.0692,idle
14343,0.2247,-0.0403,0.3673,0.70,-1.50,1.68,0.4325,2.3563,idle
14363,0.2206,-0.0420,0.3799,0.27,-2.26,1.89,0.4413,2.9606,idle
14383,0.2184,-0.0482,0.3781,0.00,-2.92,1.92,0.4392,3.4934,idle
14403,0.2344,-0.0555,0.3813,-0.06,-3.25,1.65,0.4510,3.6466,idle
14423,0.2367,-0.0559,0.3748,0.52,-1.33,1.01,0.4468,1.7461,idle
14443,0.2274,-0.0537,0.3789,0.31,-1.02,0.82,0.4452,1.3488,idle
14463,0.2280,-0.0515,0.3813,0.47,-2.92,0.12,0.4473,2.9567,idle
14483,0.2350,-0.0516,0.3768,0.34,-2.64,-0.79,0.4471,2.7783,idle
14503,0.2264,-0.0529,0.3827,-0.12,-0.84,-0.89,0.4478,1.2264,idle
14523,0.2156,-0.0509,0.3820,-0.03,-2.05,-0.63,0.4415,2.1396,idle
14543,0.2224,-0.0516,0.3810,0.32,-3.47,-0.66,0.4442,3.5418,idle
14563,0.2327,-0.0527,0.3734,0.27,-1.24,-0.90,0.4431,1.5544,idle
14583,0.2234,-0.0514,0.3804,0.46,0.63,-0.96,0.4441,1.2356,idle
14603,0.2172,-0.0496,0.3777,0.96,0.63,-0.75,0.4385,1.3699,idle
14623,0.2131,-0.0499,0.3784,1.08,-1.44,-0.34,0.4372,1.8296,idle
14643,0.2195,-0.0499,0.3789,1.05,-3.25,-0.17,0.4407,3.4224,idle
14663,0.2181,-0.0537,0.3834,1.51,-4.76,0.17,0.4444,5.0002,idle
14683,0.2197,-0.0570,0.3784,2.11,-5.63,0.84,0.4413,6.0730,idle
14703,0.2242,-0.0479,0.3743,2.63,-5.48,1.50,0.4389,6.2590,idle
14723,0.2286,-0.0464,0.3740,2.84,-4.12,1.94,0.4408,5.3680,idle
14743,0.2217,-0.0475,0.3779,2.78,-4.60,2.29,0.4407,5.8381,idle
14763,0.2313,-0.0453,0.3789,2.23,-4.82,2.09,0.4462,5.7113,idle
14783,0.2377,-0.0496,0.3755,1.57,-3.74,1.39,0.4471,4.2888,idle
14803,0.2386,-0.0557,0.3755,1.10,-2.27,-0.06,0.4484,2.5272,idle
14823,0.2377,-0.0574,0.3774,1.36,-1.45,-0.85,0.4497,2.1635,idle
14843,0.2266,-0.0525,0.3822,1.65,-2.02,-1.16,0.4474,2.8507,idle
14863,0.2346,-0.0504,0.3778,2.32,-3.25,-1.42,0.4476,4.2398,idle
