time_ms,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,label
41463,0.1310,0.0034,0.4020,-0.53,-1.30,-0.08,0.4228,1.4055,idle
41483,0.1226,0.0071,0.4073,-0.20,-0.46,0.09,0.4254,0.5075,idle
41503,0.1202,0.0079,0.4092,-0.84,-1.53,-0.05,0.4266,1.7430,idle
41523,0.1262,-0.0005,0.4177,-0.46,-2.64,0.23,0.4364,2.6904,idle
41543,0.1301,-0.0002,0.4098,0.31,-3.34,-0.53,0.4300,3.3997,idle
41563,0.1292,0.0009,0.4113,0.82,-2.53,-0.49,0.4311,2.7095,idle
41583,0.1263,0.0057,0.4110,0.92,-1.76,0.27,0.4300,1.9993,idle
41603,0.1270,0.0042,0.4128,0.96,-1.27,0.43,0.4319,1.6473,idle
41623,0.1262,0.0020,0.4137,1.71,-1.01,0.26,0.4325,2.0016,idle
41643,0.1228,0.0034,0.4110,1.94,-2.06,0.26,0.4290,2.8416,idle
41663,0.1223,0.0063,0.4082,1.74,-2.66,0.37,0.4262,3.1969,idle
41683,0.1293,0.0033,0.4102,1.80,-2.60,0.41,0.4301,3.1862,idle
41703,0.1255,0.0023,0.4045,1.91,-2.55,0.38,0.4236,3.2075,idle
41723,0.1261,0.0089,0.4067,1.31,-1.91,0.32,0.4259,2.3385,idle
41743,0.1238,0.0024,0.4053,0.92,-2.27,-0.02,0.4238,2.4524,idle
41763,0.1283,0.0027,0.4086,1.34,-2.72,-0.12,0.4282,3.0340,idle
41783,0.1313,0.0046,0.4054,1.40,-2.72,-0.43,0.4262,3.0888,idle
41803,0.1304,0.0027,0.3993,0.63,-1.54,-0.43,0.4200,1.7182,idle
41823,0.1266,0.0027,0.4082,0.87,-1.56,-0.34,0.4274,1.8153,idle
41843,0.1239,0.0015,0.4102,1.05,-3.18,-0.11,0.4285,3.3474,idle
41863,0.1249,0.0022,0.4127,1.28,-3.86,-0.73,0.4312,4.1354,idle
41883,0.1216,0.0051,0.4070,1.07,-3.80,-0.31,0.4248,3.9607,idle
41903,0.1234,0.0043,0.4116,1.10,-4.76,0.21,0.4297,4.8932,idle
41923,0.1287,0.0067,0.4091,1.24,-4.60,0.52,0.4289,4.7871,idle
41943,0.1316,0.0059,0.4078,1.30,-3.62,0.52,0.4286,3.8789,idle
41963,0.1351,0.0029,0.4042,1.45,-2.75,0.32,0.4262,3.1238,idle
41983,0.1346,0.0071,0.4078,1.42,-0.43,0.09,0.4295,1.4856,idle
42003,0.1219,0.0054,0.4122,1.27,-0.78,0.34,0.4299,1.5247,idle
42023,0.1245,0.0054,0.4092,1.40,-2.47,0.90,0.4277,2.9835,idle
42043,0.1311,0.0022,0.4092,1.62,-3.24,0.72,0.4297,3.6891,idle
42063,0.1351,0.0081,0.4062,1.39,-2.21,0.00,0.4282,2.6136,idle
42083,0.1292,0.0032,0.4054,1.16,-1.34,-0.03,0.4255,1.7755,idle
42103,0.1300,0.0024,0.4031,1.10,-2.47,0.11,0.4235,2.7087,idle
42123,0.1344,0.0042,0.4055,1.08,-1.83,-0.02,0.4272,2.1288,idle
42143,0.1277,0.0066,0.4006,0.61,-1.02,-0.72,0.4205,1.3907,idle
42163,0.1339,0.0067,0.4052,0.06,-1.19,-1.10,0.4268,1.6218,idle
42183,0.1235,0.0082,0.4020,0.03,-0.72,-1.19,0.4206,1.3907,idle
42203,0.1173,0.0055,0.4088,-0.17,-2.34,-0.37,0.4253,2.3704,idle
42223,0.1282,-0.0018,0.4135,0.00,-2.53,-0.55,0.4329,2.5933,idle
42243,0.1309,0.0001,0.4102,0.81,-1.65,-0.69,0.4305,1.9610,idle
42263,0.1313,0.0045,0.4111,0.79,-1.07,-0.84,0.4316,1.5740,idle
42283,0.1276,0.0037,0.4137,1.25,-1.50,-0.81,0.4329,2.1120,idle
42303,0.1289,0.0037,0.4060,1.95,-1.97,-0.61,0.4260,2.8409,idle
42323,0.1299,0.0043,0.4067,1.98,-1.48,-0.23,0.4270,2.4869,idle
42343,0.1284,0.0020,0.4117,2.37,-1.22,-0.69,0.4313,2.7502,idle
42363,0.1274,0.0023,0.4081,2.46,-1.77,-0.67,0.4275,3.1031,idle
42383,0.1296,0.0052,0.4081,2.09,-2.12,-0.96,0.4282,3.1310,idle
42403,0.1300,0.0090,0.4073,2.27,-2.29,-1.47,0.4277,3.5450,idle
42423,0.1305,0.0081,0.4017,1.50,-2.34,-1.11,0.4225,2.9895,idle
42443,0.1301,0.0077,0.4059,1.19,-1.74,-1.18,0.4263,2.4144,idle
42463,0.1268,0.0099,0.4092,0.56,-1.50,-0.85,0.4285,1.8135,idle
42483,0.1278,0.0099,0.4065,0.02,-2.31,-0.92,0.4262,2.4807,idle
42503,0.1315,0.0105,0.4032,0.11,-2.11,-1.01,0.4242,2.3379,idle
42523,0.1310,0.0107,0.4058,-0.20,-1.71,-0.98,0.4265,1.9794,idle
42543,0.1263,0.0116,0.4065,-0.55,-1.62,-0.98,0.4258,1.9687,idle
42563,0.1298,0.0060,0.4104,-0.63,-1.68,-1.31,0.4305,2.2217,idle
42583,0.1296,0.0017,0.4189,-0.11,-0.29,-1.15,0.4385,1.1860,idle
42603,0.1210,-0.0009,0.4182,0.92,-0.49,-1.22,0.4354,1.6030,idle
42623,0.1202,0.0048,0.4187,1.54,-2.17,-0.90,0.4356,2.8087,idle
42643,0.1288,0.0035,0.4174,1.85,-2.53,-1.10,0.4368,3.3232,idle
42663,0.1265,0.0055,0.4078,2.34,-2.21,-1.45,0.4270,3.5300,idle
42683,0.1283,0.0054,0.4092,2.00,-2.99,-1.11,0.4289,3.7678,idle
42703,0.1334,0.0118,0.4135,2.02,-3.47,-0.87,0.4346,4.1024,idle
42723,0.1307,0.0079,0.4135,1.54,-2.47,-0.66,0.4337,2.9876,idle
42743,0.1279,0.0056,0.4104,1.30,-2.35,-1.16,0.4299,2.9254,idle
42763,0.1311,0.0068,0.4081,1.11,-3.69,-1.36,0.4287,4.0913,idle
42783,0.1313,0.0090,0.4028,0.90,-3.19,-1.11,0.4238,3.4978,idle
42803,0.1256,0.0066,0.4020,0.66,-1.71,-0.78,0.4212,1.9902,idle
42823,0.1259,0.0084,0.4117,0.58,-2.31,-0.43,0.4306,2.4154,idle
42843,0.1243,0.0087,0.4052,0.43,-2.79,-0.76,0.4239,2.9277,idle
42863,0.1290,0.0082,0.4045,0.43,-3.37,-0.40,0.4247,3.4241,idle
42883,0.1313,0.0029,0.4055,0.06,-3.04,0.12,0.4263,3.0412,idle
42903,0.1288,0.0033,0.4097,0.84,-1.85,0.12,0.4294,2.0329,idle
42923,0.1317,0.0068,0.4148,0.90,-1.19,0.06,0.4353,1.4944,idle
42943,0.1285,0.0057,0.4136,1.28,-1.92,-0.31,0.4331,2.3320,idle
42963,0.1301,0.0006,0.4104,2.29,-2.46,-0.79,0.4305,3.4520,idle
42983,0.1298,0.0013,0.4132,2.70,-3.05,-0.61,0.4331,4.1230,idle
43003,0.1305,0.0074,0.4056,2.55,-2.14,0.03,0.4262,3.3272,idle
43023,0.1321,0.0042,0.4045,2.06,-1.60,0.21,0.4256,2.6198,idle
43043,0.1345,0.0081,0.4021,2.05,-1.16,-0.15,0.4241,2.3569,idle
43063,0.1337,0.0104,0.4034,1.77,-0.96,-0.69,0.4251,2.1292,idle
43083,0.1311,0.0093,0.4031,0.96,-2.41,-0.81,0.4240,2.7200,idle
43103,0.1315,0.0100,0.4022,0.44,-2.84,-0.93,0.4233,3.0211,idle
43123,0.1345,0.0109,0.3984,-0.02,-2.92,-0.52,0.4207,2.9619,idle
43143,0.1407,0.0111,0.3999,0.37,-0.43,-1.08,0.4241,1.2215,idle
43163,0.1276,0.0082,0.4110,-0.06,0.44,-1.92,0.4304,1.9749,idle
43183,0.1210,0.0050,0.4117,0.73,-1.56,-1.10,0.4292,2.0422,idle
43203,0.1263,0.0057,0.4115,0.81,-2.78,-1.10,0.4305,3.0958,idle
43223,0.1285,0.0081,0.4103,0.70,-1.57,-0.89,0.4300,1.9365,idle
43243,0.1268,0.0062,0.4071,1.08,-1.30,-0.18,0.4264,1.7008,idle
43263,0.1295,0.0049,0.4082,0.95,-1.05,0.09,0.4283,1.4192,idle
43283,0.1304,0.0090,0.4100,1.28,-2.47,-0.43,0.4304,2.8186,idle
43303,0.1317,0.0090,0.4131,1.34,-3.22,-0.21,0.4337,3.4968,idle
43323,0.1332,0.0094,0.4071,0.95,-3.22,-0.23,0.4284,3.3654,idle
43343,0.1304,0.0063,0.4076,0.89,-2.53,-0.20,0.4280,2.6919,idle
43363,0.1290,0.0051,0.4106,0.90,-2.78,-0.63,0.4305,2.9873,idle
43383,0.1263,0.0087,0.4054,0.64,-3.40,-0.40,0.4247,3.4871,idle
43403,0.1324,0.0082,0.4053,0.26,-3.19,-0.11,0.4264,3.2032,idle
43423,0.1290,0.0011,0.4019,0.40,-3.19,-0.61,0.4221,3.2729,idle
43443,0.1293,0.0076,0.4054,0.81,-3.04,-0.85,0.4256,3.2582,idle
43463,0.1282,0.0067,0.4070,0.69,-3.02,-0.99,0.4267,3.2550,idle
43483,0.1230,0.0056,0.4050,0.72,-4.11,-0.79,0.4233,4.2440,idle
43503,0.1338,0.0100,0.4017,1.36,-3.85,-1.18,0.4235,4.2462,idle
43523,0.1351,0.0103,0.4016,0.56,-1.73,-0.61,0.4239,1.9153,idle
43543,0.1300,0.0092,0.4012,0.03,-0.84,0.06,0.4219,0.8425,idle
43563,0.1283,0.0061,0.4089,-0.17,-1.33,0.56,0.4286,1.4531,idle
43583,0.1282,0.0126,0.4080,0.09,-2.64,0.08,0.4278,2.6439,idle
43603,0.1345,0.0100,0.4070,0.34,-2.90,-0.02,0.4288,2.9202,idle
43623,0.1323,0.0107,0.4075,0.08,-2.02,-0.17,0.4286,2.0237,idle
43643,0.1307,0.0081,0.4054,0.20,-1.60,0.03,0.4260,1.6156,idle
43663,0.1302,0.0104,0.4071,0.67,-2.12,0.17,0.4276,2.2322,idle
43683,0.1331,0.0082,0.4070,0.44,-2.08,-0.03,0.4283,2.1232,idle
43703,0.1350,0.0065,0.4034,0.66,-1.30,-0.11,0.4255,1.4582,idle
43723,0.1292,0.0096,0.4075,0.73,-0.87,-0.05,0.4276,1.1386,idle
43743,0.1354,0.0073,0.4152,0.64,-2.00,-0.06,0.4367,2.1012,idle
43763,0.1356,0.0048,0.4036,1.05,-2.27,-0.44,0.4258,2.5457,idle
43783,0.1362,0.0071,0.4037,0.82,-0.95,-0.52,0.4261,1.3583,idle
43803,0.1302,0.0103,0.4041,0.47,-0.73,-0.11,0.4247,0.8789,idle
43823,0.1283,0.0067,0.4049,-0.05,-2.37,-0.06,0.4248,2.3676,idle
43843,0.1350,0.0070,0.4031,0.52,-2.46,-0.56,0.4251,2.5750,idle
43863,0.1359,0.0070,0.4077,0.47,-0.89,-0.76,0.4298,1.2613,idle
43883,0.1284,0.0054,0.4076,0.34,-0.87,-0.69,0.4274,1.1585,idle
43903,0.1281,0.0077,0.4083,0.40,-1.28,-0.67,0.4280,1.5012,forward
43923,0.1311,0.0087,0.4043,0.37,-1.48,-0.56,0.4251,1.6268,forward
43943,0.1265,0.0081,0.4099,0.32,-1.30,-0.21,0.4291,1.3537,forward
43963,0.1287,0.0073,0.4021,0.47,-1.33,-0.21,0.4222,1.4262,forward
43983,0.1244,0.0079,0.4110,0.34,-1.40,-0.37,0.4295,1.4899,forward
44003,0.1283,0.0050,0.4113,0.55,-1.69,0.70,0.4308,1.9150,forward
44023,0.1332,0.0034,0.4098,0.67,-1.62,0.82,0.4309,1.9365,forward
44043,0.1333,0.0082,0.4062,0.90,-1.60,0.52,0.4276,1.9107,forward
44063,0.1327,0.0065,0.4137,1.11,-1.98,0.26,0.4345,2.2910,forward
44083,0.1355,0.0066,0.4122,1.28,-3.07,0.20,0.4340,3.3318,forward
44103,0.1388,0.0083,0.4087,1.37,-1.69,-0.24,0.4317,2.1953,forward
44123,0.1350,0.0112,0.4038,1.45,-0.46,-0.49,0.4259,1.5975,forward
44143,0.1276,0.0146,0.4054,1.16,0.09,0.00,0.4252,1.1639,forward
44163,0.1282,0.0066,0.4108,0.70,-0.70,0.02,0.4304,0.9933,forward
44183,0.1254,0.0092,0.4078,0.11,-1.95,1.54,0.4268,2.4916,forward
44203,0.1342,0.0126,0.4083,0.44,-2.21,0.14,0.4300,2.2618,forward
44223,0.1348,0.0078,0.4098,1.11,-1.34,0.08,0.4315,1.7473,forward
44243,0.1406,0.0100,0.4141,1.83,-1.19,0.18,0.4374,2.1927,forward
44263,0.1379,0.0112,0.4191,2.43,0.96,0.49,0.4413,2.6564,forward
44283,0.1390,0.0100,0.4388,3.59,0.06,0.05,0.4605,3.5886,forward
44303,0.1421,0.0040,0.4609,6.44,-2.12,0.12,0.4824,6.7843,forward
44323,0.1462,0.0034,0.4742,11.65,-6.70,-0.96,0.4963,13.4737,forward
44343,0.1589,0.0083,0.4795,17.01,-9.30,-2.49,0.5052,19.5423,forward
44363,0.1865,0.0005,0.5081,23.80,-5.47,-4.37,0.5412,24.8083,forward
