time_ms,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,label
23481,0.0522,-0.0393,0.4189,-1.30,1.60,0.49,0.4240,2.1196,idle
23501,0.0365,-0.0353,0.4229,-0.47,-1.69,0.06,0.4259,1.7606,idle
23521,0.0560,-0.0403,0.4181,-0.63,-6.14,-1.04,0.4237,6.2560,idle
23541,0.0646,-0.0396,0.4215,-0.23,-2.14,-0.79,0.4283,2.2916,idle
23561,0.0697,-0.0358,0.4144,-0.27,1.74,-0.96,0.4218,2.0074,idle
23581,0.0571,-0.0414,0.4208,0.41,1.68,-2.02,0.4266,2.6555,idle
23601,0.0420,-0.0421,0.4186,1.19,0.79,-2.12,0.4228,2.5597,idle
23621,0.0491,-0.0409,0.4198,1.95,-3.11,-1.77,0.4246,4.0811,idle
23641,0.0459,-0.0391,0.4200,2.82,-3.57,-1.65,0.4243,4.8434,idle
23661,0.0680,-0.0350,0.4171,2.34,-3.86,-1.57,0.4241,4.7800,idle
23681,0.0490,-0.0370,0.4193,2.47,-0.27,0.87,0.4238,2.6363,idle
23701,0.0464,-0.0392,0.4076,1.89,-1.68,0.90,0.4121,2.6862,idle
23721,0.0382,-0.0377,0.4093,1.80,-3.66,0.52,0.4128,4.1159,idle
23741,0.0529,-0.0449,0.4072,2.03,-5.88,-0.23,0.4131,6.2229,idle
23761,0.0731,-0.0447,0.4137,2.12,-3.53,-0.23,0.4225,4.1223,idle
23781,0.0527,-0.0371,0.4172,1.63,-1.25,0.58,0.4222,2.1383,idle
23801,0.0562,-0.0363,0.4154,0.38,-0.26,0.05,0.4207,0.4638,idle
23821,0.0446,-0.0387,0.4054,0.06,0.95,0.37,0.4097,1.0168,idle
23841,0.0320,-0.0437,0.4180,1.18,-3.37,-0.09,0.4215,3.5741,idle
23861,0.0610,-0.0365,0.4136,1.53,-6.60,0.14,0.4196,6.7712,idle
23881,0.0624,-0.0334,0.4154,0.76,-2.60,1.28,0.4214,2.9939,idle
23901,0.0583,-0.0322,0.4138,-0.35,-0.02,1.74,0.4192,1.7756,idle
23921,0.0438,-0.0393,0.4182,-0.38,0.32,0.84,0.4223,0.9765,idle
23941,0.0564,-0.0339,0.4150,-0.66,-3.85,0.09,0.4202,3.9040,idle
23961,0.0555,-0.0406,0.4155,-0.09,-2.79,0.56,0.4212,2.8519,idle
23981,0.0555,-0.0402,0.4111,-0.02,-2.98,0.38,0.4168,3.0015,idle
24001,0.0582,-0.0398,0.4216,0.53,-0.66,0.27,0.4275,0.8900,idle
24021,0.0393,-0.0353,0.4285,0.85,-4.66,-0.09,0.4317,4.7352,idle
24041,0.0587,-0.0369,0.4213,1.19,-4.75,-0.34,0.4269,4.9067,idle
24061,0.0568,-0.0393,0.4207,1.22,-1.19,1.40,0.4263,2.2097,idle
24081,0.0365,-0.0393,0.4170,1.16,-1.73,1.77,0.4204,2.7311,idle
24101,0.0516,-0.0371,0.4189,1.01,-4.24,0.98,0.4237,4.4703,idle
24121,0.0616,-0.0414,0.4209,0.75,-2.78,2.00,0.4274,3.5043,idle
24141,0.0365,-0.0360,0.4181,0.72,-3.15,2.53,0.4212,4.1023,idle
24161,0.0532,-0.0388,0.4169,0.49,-4.00,2.47,0.4220,4.7282,idle
24181,0.0558,-0.0414,0.4186,1.44,-2.79,2.09,0.4243,3.7736,idle
24201,0.0575,-0.0415,0.4181,1.39,-1.73,2.44,0.4241,3.2975,idle
24221,0.0486,-0.0386,0.4200,1.63,-2.87,2.05,0.4246,3.8849,idle
24241,0.0554,-0.0349,0.4130,1.22,-4.63,2.08,0.4181,5.2156,idle
24261,0.0671,-0.0403,0.4138,0.84,-1.16,2.23,0.4212,2.6495,idle
24281,0.0582,-0.0388,0.4091,0.56,-0.08,2.21,0.4150,2.2860,idle
24301,0.0493,-0.0339,0.4159,0.69,-2.66,1.76,0.4202,3.2575,idle
24321,0.0704,-0.0366,0.4165,-0.15,-2.35,0.64,0.4240,2.4418,idle
24341,0.0641,-0.0339,0.4128,-0.87,1.10,1.36,0.4192,1.9524,idle
24361,0.0513,-0.0369,0.4180,-0.38,2.21,1.34,0.4227,2.6175,idle
24381,0.0502,-0.0380,0.4159,-0.63,-2.63,0.53,0.4206,2.7519,idle
24401,0.0532,-0.0380,0.4231,0.43,-0.40,0.00,0.4281,0.5834,idle
24421,0.0621,-0.0356,0.4225,0.35,-1.83,0.23,0.4285,1.8794,idle
24441,0.0549,-0.0331,0.4175,0.43,0.81,0.55,0.4224,1.0675,idle
24461,0.0526,-0.0374,0.4115,0.78,1.82,0.78,0.4165,2.1244,idle
24481,0.0439,-0.0382,0.4220,1.51,-0.81,0.21,0.4260,1.7277,idle
24501,0.0480,-0.0350,0.4218,1.73,-5.92,-0.09,0.4259,6.1705,idle
