time_ms,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,label
178723,0.0116,0.0765,0.4126,-0.79,-3.82,1.60,0.4198,4.2152,idle
178743,0.0176,0.0764,0.4117,-0.37,-2.75,2.03,0.4191,3.4365,idle
178763,0.0176,0.0725,0.4133,-0.02,-2.00,0.98,0.4200,2.2260,idle
178783,0.0186,0.0759,0.4093,-0.05,-1.44,0.61,0.4167,1.5603,idle
178803,0.0065,0.0736,0.4099,0.31,-2.47,0.87,0.4165,2.6396,idle
178823,0.0140,0.0767,0.4094,0.17,-3.69,0.90,0.4168,3.8066,idle
178843,0.0228,0.0773,0.4060,0.50,-2.29,0.41,0.4139,2.3808,idle
178863,0.0179,0.0729,0.4088,0.63,-0.63,0.02,0.4156,0.8854,idle
178883,0.0050,0.0747,0.4010,0.55,-1.30,0.06,0.4079,1.4106,idle
178903,0.0061,0.0754,0.4052,0.26,-2.92,-0.03,0.4122,2.9277,idle
178923,0.0121,0.0747,0.4099,0.12,-3.66,0.21,0.4168,3.6724,idle
178943,0.0166,0.0713,0.4054,0.08,-2.67,0.12,0.4120,2.6756,idle
178963,0.0155,0.0732,0.4034,0.12,-0.53,0.09,0.4103,0.5557,idle
178983,0.0104,0.0715,0.4044,0.20,-0.18,-0.02,0.4108,0.2705,idle
179003,0.0103,0.0735,0.4080,0.34,-0.40,0.02,0.4147,0.5202,idle
179023,0.0077,0.0776,0.4153,0.37,-1.47,0.29,0.4225,1.5384,idle
179043,0.0134,0.0734,0.4141,0.18,-2.72,0.49,0.4207,2.7672,idle
179063,0.0258,0.0737,0.4095,0.53,-2.05,-0.12,0.4169,2.1180,idle
179083,0.0247,0.0709,0.4108,1.36,0.20,-0.40,0.4176,1.4294,idle
179103,0.0144,0.0717,0.4120,1.16,0.53,-0.50,0.4184,1.3732,idle
179123,0.0116,0.0746,0.4104,1.22,-0.92,-0.70,0.4173,1.6805,idle
179143,0.0057,0.0760,0.4132,0.89,-2.11,-0.96,0.4202,2.4795,idle
179163,0.0071,0.0741,0.4044,0.44,-3.79,-0.41,0.4112,3.8343,idle
179183,0.0194,0.0743,0.4075,0.00,-3.92,-0.72,0.4147,3.9887,idle
179203,0.0167,0.0751,0.4103,0.27,-1.44,-0.18,0.4174,1.4726,idle
179223,0.0151,0.0745,0.4149,0.15,-0.81,-0.41,0.4218,0.9209,idle
179243,0.0056,0.0731,0.4139,0.69,-0.96,-0.27,0.4204,1.2135,idle
179263,0.0092,0.0745,0.4154,1.11,-2.32,-0.26,0.4221,2.5874,idle
179283,0.0094,0.0702,0.4131,1.71,-3.05,-0.40,0.4191,3.5221,idle
179303,0.0129,0.0771,0.4083,1.51,-2.43,-0.31,0.4158,2.8758,idle
179323,0.0131,0.0785,0.4062,0.76,-1.47,0.40,0.4140,1.6995,idle
179343,0.0143,0.0740,0.4037,0.61,-0.52,0.47,0.4107,0.9308,idle
179363,0.0066,0.0782,0.4093,0.46,-0.70,0.79,0.4168,1.1547,idle
179383,0.0151,0.0753,0.4114,0.08,-2.14,0.40,0.4185,2.1753,idle
179403,0.0201,0.0735,0.4132,0.26,-2.17,0.44,0.4202,2.2279,idle
179423,0.0261,0.0715,0.4103,0.98,-1.68,-0.20,0.4173,1.9531,idle
179443,0.0176,0.0725,0.4102,1.13,-1.30,-0.63,0.4169,1.8309,idle
179463,0.0104,0.0751,0.4092,1.25,-1.76,-1.21,0.4161,2.4707,idle
179483,0.0112,0.0776,0.4135,0.50,-2.63,-0.81,0.4208,2.7936,idle
179503,0.0157,0.0720,0.4089,0.73,-2.18,-0.52,0.4155,2.3607,idle
179523,0.0123,0.0723,0.4127,1.05,-1.40,-0.70,0.4192,1.8910,idle
179543,0.0127,0.0741,0.4146,1.42,-1.77,-0.32,0.4213,2.2924,idle
179563,0.0088,0.0743,0.4114,1.18,-1.54,-0.21,0.4181,1.9507,idle
179583,0.0151,0.0750,0.4127,1.10,-1.15,-0.12,0.4197,1.5920,idle
179603,0.0105,0.0725,0.4103,1.22,-0.85,-0.32,0.4168,1.5250,idle
179623,0.0132,0.0717,0.4099,1.56,-1.63,-0.40,0.4163,2.2916,idle
179643,0.0103,0.0723,0.4086,1.48,-1.92,-0.40,0.4150,2.4599,idle
179663,0.0189,0.0781,0.4070,1.40,-2.03,-0.47,0.4148,2.5139,idle
179683,0.0170,0.0748,0.4060,1.40,-0.52,-0.85,0.4132,1.7243,idle
179703,0.0087,0.0763,0.4066,1.28,-1.11,-0.81,0.4138,1.8819,idle
179723,0.0052,0.0785,0.4099,0.53,-3.07,-0.64,0.4174,3.1802,idle
179743,0.0137,0.0784,0.4077,0.17,-3.77,-0.21,0.4154,3.7808,idle
179763,0.0195,0.0754,0.4077,0.23,-2.00,-0.23,0.4151,2.0261,idle
179783,0.0142,0.0728,0.4034,0.66,-0.82,-0.05,0.4102,1.0549,idle
179803,0.0087,0.0775,0.4083,0.84,-0.72,-0.17,0.4157,1.1172,idle
179823,0.0094,0.0784,0.4149,0.46,-1.89,-0.21,0.4224,1.9594,idle
179843,0.0122,0.0778,0.4108,0.24,-2.56,0.00,0.4182,2.5765,idle
179863,0.0179,0.0785,0.4053,0.44,-1.89,0.08,0.4132,1.9457,idle
179883,0.0161,0.0729,0.4080,0.56,-0.76,-0.29,0.4147,0.9930,idle
179903,0.0096,0.0790,0.4141,0.75,-0.99,-0.14,0.4216,1.2503,idle
179923,0.0065,0.0789,0.4092,0.89,-2.24,0.05,0.4168,2.4131,idle
179943,0.0161,0.0779,0.4077,0.32,-2.89,0.05,0.4154,2.9036,idle
179963,0.0131,0.0764,0.4075,0.00,-2.09,0.37,0.4148,2.1235,idle
179983,0.0203,0.0706,0.4067,0.26,-0.96,0.69,0.4133,1.2102,idle
180003,0.0160,0.0740,0.4092,0.75,0.06,0.31,0.4161,0.8103,idle
180023,0.0074,0.0759,0.4100,0.60,-1.31,0.18,0.4171,1.4533,idle
