time_ms,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,label
14563,0.1049,0.0251,0.4148,-0.46,-1.56,-0.11,0.4286,1.6267,idle
14583,0.1080,0.0231,0.4138,-0.34,-1.63,-0.60,0.4283,1.7709,idle
14603,0.1084,0.0267,0.4177,0.63,-1.80,-0.92,0.4324,2.1158,idle
14623,0.1075,0.0281,0.4097,0.79,-2.75,-0.72,0.4245,2.9491,idle
14643,0.1057,0.0215,0.4143,0.81,-3.19,-0.92,0.4281,3.4169,idle
14663,0.1047,0.0240,0.4069,0.84,-2.81,-1.04,0.4208,3.1103,idle
14683,0.1003,0.0320,0.4034,0.52,-3.01,-0.79,0.4170,3.1537,idle
14703,0.1024,0.0265,0.4064,0.49,-3.80,-0.81,0.4199,3.9173,idle
14723,0.1051,0.0222,0.4115,0.78,-1.98,-0.40,0.4253,2.1686,idle
14743,0.1008,0.0237,0.4048,0.21,-0.52,0.49,0.4178,0.7442,idle
14763,0.0985,0.0221,0.4098,-0.52,0.38,1.51,0.4220,1.6430,idle
14783,0.0907,0.0227,0.4119,-1.18,-0.20,2.40,0.4223,2.6771,idle
14803,0.0967,0.0221,0.4087,-1.50,-2.05,2.56,0.4206,3.6059,idle
14823,0.1038,0.0271,0.4110,-1.80,-2.17,2.31,0.4248,3.6414,idle
14843,0.1124,0.0253,0.4121,-1.71,-0.06,1.74,0.4279,2.4406,idle
14863,0.1074,0.0203,0.4155,-1.05,0.20,1.25,0.4297,1.6481,idle
14883,0.1060,0.0159,0.4160,-0.32,-1.28,0.81,0.4296,1.5499,idle
14903,0.1078,0.0203,0.4150,0.40,-2.35,0.76,0.4293,2.5036,idle
14923,0.1138,0.0227,0.4136,0.99,-3.04,0.38,0.4295,3.2188,idle
14943,0.1219,0.0211,0.4099,1.16,-2.02,-0.08,0.4282,2.3267,idle
14963,0.1112,0.0225,0.4108,1.50,-0.73,-0.53,0.4261,1.7496,idle
14983,0.1046,0.0250,0.4095,1.01,-0.92,-0.99,0.4234,1.6850,idle
15003,0.1045,0.0186,0.4067,0.21,-2.60,-1.63,0.4204,3.0742,idle
15023,0.1073,0.0227,0.4067,-0.02,-3.01,-2.40,0.4213,3.8460,idle
15043,0.1083,0.0225,0.4092,-1.02,-2.52,-2.84,0.4239,3.9314,idle
15063,0.1084,0.0231,0.4100,-1.42,-1.56,-2.93,0.4247,3.6102,idle
15083,0.0996,0.0200,0.4126,-1.31,-0.79,-2.56,0.4249,2.9888,idle
15103,0.0972,0.0236,0.4104,-1.48,-0.67,-2.34,0.4224,2.8462,idle
15123,0.1016,0.0183,0.4103,-1.10,-0.55,-2.02,0.4231,2.3604,idle
15143,0.0947,0.0219,0.4153,-1.37,-1.04,-1.40,0.4265,2.2223,idle
15163,0.0999,0.0177,0.4191,-0.61,-1.79,-1.02,0.4312,2.1471,idle
15183,0.1000,0.0206,0.4185,-0.14,-1.08,-0.66,0.4307,1.2747,idle
15203,0.1005,0.0194,0.4188,-0.14,-0.79,-0.34,0.4311,0.8729,idle
