time_ms,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,label
168083,0.1510,-0.0382,0.4061,1.31,-1.31,-0.27,0.4350,1.8771,idle
168103,0.1541,-0.0405,0.3994,1.51,-2.44,-0.09,0.4300,2.8740,idle
168123,0.1586,-0.0399,0.3961,1.48,-1.04,-0.50,0.4285,1.8774,idle
168143,0.1483,-0.0403,0.4078,1.30,-2.11,-0.24,0.4358,2.4865,idle
168163,0.1516,-0.0385,0.4008,1.62,-3.05,-0.43,0.4302,3.4821,idle
168183,0.1566,-0.0394,0.3950,0.90,-1.45,-0.43,0.4268,1.7600,idle
168203,0.1517,-0.0446,0.4019,1.11,-1.15,-0.32,0.4319,1.6297,idle
168223,0.1556,-0.0410,0.4009,0.95,-2.20,-0.31,0.4320,2.4130,idle
168243,0.1582,-0.0425,0.3951,0.84,-2.02,-0.64,0.4277,2.2754,idle
168263,0.1510,-0.0398,0.3977,0.78,-1.77,-0.81,0.4273,2.0970,idle
168283,0.1517,-0.0394,0.4022,0.63,-2.27,-0.58,0.4317,2.4296,idle
168303,0.1571,-0.0400,0.3998,0.55,-1.98,-0.44,0.4314,2.1065,idle
168323,0.1547,-0.0463,0.3972,0.37,-2.21,-0.35,0.4288,2.2712,idle
168343,0.1503,-0.0424,0.4027,0.08,-2.11,-0.46,0.4319,2.1574,idle
168363,0.1525,-0.0426,0.3998,0.31,-1.95,-0.24,0.4300,1.9929,idle
168383,0.1517,-0.0459,0.4042,0.52,-2.26,-0.29,0.4342,2.3365,idle
168403,0.1559,-0.0416,0.4033,0.34,-1.97,-0.56,0.4344,2.0762,idle
168423,0.1510,-0.0425,0.4050,0.41,-1.50,-0.53,0.4343,1.6413,idle
168443,0.1528,-0.0426,0.4049,0.49,-1.97,-0.03,0.4349,2.0294,idle
168463,0.1558,-0.0447,0.4036,1.02,-1.85,-0.18,0.4349,2.1196,idle
168483,0.1543,-0.0425,0.4055,1.57,-2.18,-0.17,0.4360,2.6958,idle
168503,0.1523,-0.0405,0.3986,2.08,-2.70,-0.15,0.4286,3.4113,idle
