time_ms,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,label
11623,0.0138,0.0706,0.4115,-1.45,-3.91,0.76,0.4177,4.2381,idle
11643,0.0226,0.0740,0.4086,-1.37,-3.63,0.31,0.4158,3.8967,idle
11663,0.0254,0.0776,0.4095,-1.15,-2.46,-0.02,0.4176,2.7117,idle
11683,0.0243,0.0735,0.4020,-1.08,-1.24,-0.24,0.4094,1.6625,idle
11703,0.0223,0.0735,0.4084,-0.72,-1.82,-0.29,0.4156,1.9748,idle
11723,0.0250,0.0762,0.4033,-1.59,-2.76,-0.09,0.4112,3.1884,idle
11743,0.0203,0.0752,0.3999,-2.09,-3.40,0.47,0.4074,4.0237,idle
11763,0.0251,0.0736,0.4011,-2.75,-2.84,0.76,0.4086,4.0247,idle
11783,0.0225,0.0690,0.3972,-2.72,-1.27,0.84,0.4038,3.1138,idle
11803,0.0216,0.0721,0.4084,-2.38,-2.03,0.69,0.4153,3.2043,idle
11823,0.0214,0.0713,0.4137,-1.45,-2.06,0.20,0.4203,2.5280,idle
11843,0.0326,0.0721,0.4131,-0.08,-1.91,-0.15,0.4206,1.9160,idle
11863,0.0322,0.0714,0.4148,1.11,-0.32,-0.95,0.4221,1.4970,idle
11883,0.0355,0.0739,0.4152,2.12,0.75,-1.54,0.4232,2.7278,idle
11903,0.0293,0.0762,0.4227,2.35,0.72,-1.97,0.4305,3.1499,idle
11923,0.0255,0.0796,0.4209,2.26,-0.95,-1.74,0.4291,3.0051,idle
11943,0.0270,0.0793,0.4167,1.42,-1.77,-1.83,0.4251,2.9170,idle
11963,0.0295,0.0743,0.4204,1.73,-0.35,-1.68,0.4280,2.4331,idle
11983,0.0255,0.0750,0.4183,1.39,-1.05,-1.82,0.4258,2.5181,idle
12003,0.0209,0.0731,0.4073,1.15,-2.55,-1.85,0.4144,3.3503,idle
12023,0.0203,0.0760,0.4100,0.46,-2.78,-1.02,0.4175,2.9961,idle
12043,0.0188,0.0726,0.4133,-0.17,-2.84,-0.35,0.4201,2.8662,idle
12063,0.0219,0.0708,0.4120,-0.44,-2.50,0.03,0.4186,2.5428,idle
12083,0.0250,0.0693,0.4050,-0.14,-2.12,0.20,0.4117,2.1358,idle
12103,0.0266,0.0735,0.4095,-0.27,-1.82,-0.18,0.4169,1.8466,idle
12123,0.0199,0.0715,0.4062,0.20,-2.09,-0.40,0.4130,2.1382,idle
12143,0.0195,0.0717,0.4067,0.34,-2.20,-0.49,0.4135,2.2770,idle
12163,0.0231,0.0747,0.4041,0.43,-2.03,-0.24,0.4115,2.0894,idle
12183,0.0276,0.0715,0.4033,0.35,-1.94,-0.14,0.4105,1.9753,idle
12203,0.0251,0.0762,0.4044,-0.40,-2.12,0.31,0.4123,2.1804,idle
12223,0.0322,0.0715,0.4148,-0.66,-1.44,0.18,0.4221,1.5887,idle
12243,0.0292,0.0697,0.4122,-0.05,-1.07,-0.23,0.4191,1.0939,idle
12263,0.0258,0.0717,0.4111,0.12,-1.10,-0.44,0.4181,1.1913,idle
12283,0.0248,0.0701,0.4139,0.55,-1.92,-0.84,0.4206,2.1697,idle
12303,0.0188,0.0695,0.4199,0.90,-2.61,-0.31,0.4260,2.7785,idle
12323,0.0212,0.0687,0.4142,1.36,-2.53,0.31,0.4204,2.8918,idle
12343,0.0256,0.0718,0.4102,1.22,-0.61,0.09,0.4172,1.3686,idle
12363,0.0210,0.0731,0.4094,0.69,-0.12,0.56,0.4164,0.8978,idle
12383,0.0179,0.0737,0.4097,-0.63,-1.45,0.81,0.4166,1.7749,idle
12403,0.0228,0.0745,0.4117,-1.54,-4.02,0.82,0.4190,4.3795,idle
12423,0.0295,0.0710,0.4136,-1.34,-3.77,0.50,0.4207,4.0348,idle
12443,0.0331,0.0685,0.4098,-0.46,-2.82,0.02,0.4168,2.8614,idle
12463,0.0272,0.0691,0.4181,0.06,-2.31,-0.02,0.4246,2.3062,idle
12483,0.0176,0.0703,0.4182,0.69,-2.61,0.20,0.4244,2.7069,idle
12503,0.0284,0.0652,0.4089,0.67,-3.07,0.37,0.4151,3.1627,idle
12523,0.0282,0.0645,0.4041,1.54,-1.16,0.15,0.4101,1.9358,idle
12543,0.0225,0.0686,0.4060,1.04,-1.22,-0.21,0.4124,1.6172,idle
12563,0.0222,0.0688,0.4058,0.12,-1.86,-0.12,0.4122,1.8706,idle
12583,0.0233,0.0686,0.4121,0.00,-2.63,-0.21,0.4184,2.6346,idle
12603,0.0300,0.0682,0.4005,0.12,-1.95,-0.27,0.4074,1.9772,idle
12623,0.0278,0.0695,0.4017,0.21,-0.43,-0.95,0.4086,1.0604,idle
12643,0.0177,0.0687,0.4135,0.17,-1.13,-1.28,0.4195,1.7173,idle
12663,0.0198,0.0688,0.4095,-0.23,-2.34,-0.64,0.4158,2.4331,idle
12683,0.0269,0.0699,0.4099,-0.24,-2.40,-0.53,0.4167,2.4679,idle
12703,0.0302,0.0717,0.4155,0.49,-1.33,-0.90,0.4227,1.6776,idle
12723,0.0284,0.0675,0.4181,1.28,-0.60,-1.11,0.4245,1.8004,idle
12743,0.0237,0.0728,0.4153,2.37,-0.27,-1.19,0.4223,2.6634,idle
12763,0.0198,0.0717,0.4088,2.90,-0.82,-1.27,0.4155,3.2711,idle
12783,0.0203,0.0734,0.4119,2.26,-1.51,-0.99,0.4188,2.8939,idle
12803,0.0183,0.0712,0.4141,1.80,-0.52,-0.35,0.4205,1.9074,idle
12823,0.0164,0.0753,0.4080,1.44,0.06,0.82,0.4152,1.6562,idle
12843,0.0178,0.0739,0.4108,0.52,-0.21,1.36,0.4177,1.4702,idle
12863,0.0198,0.0745,0.4097,-0.08,-1.27,1.42,0.4168,1.9046,idle
12883,0.0227,0.0701,0.4111,-0.46,-3.04,1.44,0.4177,3.3911,idle
12903,0.0334,0.0703,0.4130,-0.38,-2.82,0.64,0.4202,2.9213,idle
12923,0.0360,0.0690,0.4083,-0.15,-1.05,0.23,0.4157,1.0888,idle
12943,0.0276,0.0714,0.4108,0.50,0.23,-0.20,0.4178,0.5879,idle
12963,0.0151,0.0697,0.4171,0.53,-0.96,-0.15,0.4232,1.1108,idle
12983,0.0118,0.0671,0.4203,0.23,-3.68,0.34,0.4258,3.7018,idle
13003,0.0302,0.0640,0.4154,0.64,-4.35,-0.11,0.4214,4.3994,idle
13023,0.0353,0.0631,0.4042,1.42,-1.60,-0.66,0.4106,2.2398,idle
13043,0.0258,0.0693,0.4081,2.24,0.72,-0.89,0.4147,2.5171,idle
13063,0.0177,0.0731,0.4124,1.59,-0.14,-0.73,0.4192,1.7541,idle
13083,0.0172,0.0693,0.4102,0.41,-1.92,-0.69,0.4163,2.0838,idle
13103,0.0208,0.0680,0.4126,0.17,-2.47,-0.60,0.4187,2.5495,idle
13123,0.0271,0.0712,0.4076,-0.15,-2.69,-0.44,0.4146,2.7275,idle
13143,0.0262,0.0695,0.4102,-0.26,-2.02,-0.69,0.4168,2.1449,idle
13163,0.0239,0.0737,0.4136,-0.06,-1.80,-0.63,0.4208,1.9082,idle
13183,0.0232,0.0691,0.4152,-0.06,-2.53,-0.50,0.4215,2.5847,idle
13203,0.0261,0.0677,0.4183,0.53,-2.63,-0.69,0.4246,2.7664,idle
13223,0.0239,0.0645,0.4174,1.50,-2.50,-0.50,0.4230,2.9600,idle
13243,0.0189,0.0704,0.4160,1.68,-2.61,-0.75,0.4224,3.1931,idle
13263,0.0237,0.0682,0.4156,1.51,-2.70,-0.73,0.4219,3.1818,forward
13283,0.0283,0.0703,0.4084,1.37,-1.80,-0.37,0.4154,2.2952,forward
13303,0.0253,0.0723,0.4043,1.13,-1.18,-0.47,0.4115,1.6977,forward
13323,0.0223,0.0753,0.4055,0.02,-1.76,-0.34,0.4131,1.7876,forward
13343,0.0225,0.0719,0.4093,-0.63,-2.61,-0.37,0.4162,2.7096,forward
13363,0.0247,0.0677,0.3995,-1.19,-3.15,-0.69,0.4060,3.4324,forward
13383,0.0282,0.0682,0.4000,-1.33,-1.80,-0.95,0.4068,2.4302,forward
13403,0.0228,0.0674,0.4022,-0.95,-0.61,-1.39,0.4085,1.7886,forward
13423,0.0140,0.0704,0.4071,-1.19,-1.08,-0.63,0.4134,1.7277,forward
13443,0.0173,0.0699,0.4050,-1.56,-1.59,-0.49,0.4114,2.2770,forward
13463,0.0216,0.0687,0.4081,-1.60,-1.31,-0.20,0.4144,2.0816,forward
13483,0.0255,0.0677,0.4142,-1.21,-0.73,-0.52,0.4205,1.5037,forward
13503,0.0243,0.0670,0.4141,-1.21,-1.34,-0.31,0.4202,1.8311,forward
13523,0.0284,0.0703,0.4110,-0.69,-0.20,-0.89,0.4180,1.1382,forward
13543,0.0302,0.0737,0.4106,-0.40,1.01,-1.02,0.4183,1.4897,forward
13563,0.0186,0.0752,0.4043,-0.82,1.56,-1.05,0.4116,2.0529,forward
13583,0.0168,0.0951,0.4071,-2.18,1.25,0.38,0.4184,2.5455,forward
13603,0.0059,0.1733,0.4000,-6.32,-1.31,7.04,0.4360,9.5504,forward
13623,-0.0013,0.2622,0.3986,-17.56,-5.98,17.54,0.4771,25.5303,forward
13643,-0.0555,0.2139,0.4673,-29.50,-17.97,24.75,0.5169,42.4899,forward
13663,-0.0555,0.0984,0.5486,-30.96,-34.92,29.15,0.5601,55.0200,forward
13683,0.0043,0.0374,0.5928,-22.41,-42.93,31.42,0.5940,57.7288,forward
13703,0.0459,-0.0067,0.6548,-5.05,-43.24,31.62,0.6564,53.8021,forward
