time_ms,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,label
48963,0.2007,0.0308,0.3870,1.65,-2.20,-0.60,0.4370,2.8119,idle
48983,0.1940,0.0308,0.3879,1.60,-2.69,-0.63,0.4348,3.1909,idle
49003,0.1968,0.0306,0.3816,1.60,-2.89,-0.89,0.4304,3.4176,idle
49023,0.2008,0.0330,0.3838,1.15,-1.63,-0.53,0.4344,2.0652,idle
49043,0.1978,0.0294,0.3774,0.73,-2.00,-0.53,0.4271,2.1960,idle
49063,0.1991,0.0311,0.3783,0.61,-2.17,-0.75,0.4286,2.3733,idle
49083,0.2004,0.0291,0.3844,0.55,-2.34,-0.81,0.4345,2.5324,idle
49103,0.1995,0.0319,0.3876,-0.02,-2.46,-0.43,0.4371,2.4950,idle
49123,0.2004,0.0305,0.3851,-0.08,-1.74,-0.61,0.4352,1.8461,idle
49143,0.1998,0.0267,0.3838,0.11,-2.06,-0.60,0.4335,2.1480,idle
49163,0.1952,0.0292,0.3872,0.02,-2.53,-0.70,0.4346,2.6299,idle
49183,0.1970,0.0264,0.3833,0.11,-3.21,-0.64,0.4318,3.2713,idle
49203,0.1995,0.0309,0.3870,-0.09,-2.67,-0.32,0.4364,2.6925,idle
49223,0.2000,0.0288,0.3850,0.00,-2.37,-0.40,0.4348,2.3995,idle
49243,0.1964,0.0270,0.3864,0.32,-2.29,-0.23,0.4343,2.3237,idle
49263,0.2001,0.0302,0.3860,0.26,-2.87,-0.18,0.4358,2.8878,idle
49283,0.2041,0.0248,0.3839,0.38,-2.89,-0.35,0.4355,2.9317,idle
49303,0.2031,0.0265,0.3865,0.56,-2.14,-0.03,0.4374,2.2110,idle
49323,0.2009,0.0273,0.3850,0.24,-2.93,0.00,0.4351,2.9415,idle
49343,0.1990,0.0303,0.3870,0.49,-2.81,-0.05,0.4362,2.8517,idle
49363,0.2008,0.0294,0.3834,0.47,-3.02,0.08,0.4338,3.0607,idle
