time_ms,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,label
14263,0.2000,0.0812,0.3834,1.80,-2.29,0.26,0.4400,2.9253,idle
14283,0.2042,0.0858,0.3817,2.41,-2.52,0.20,0.4413,3.4934,idle
14303,0.2069,0.0848,0.3844,2.72,-1.98,-0.18,0.4447,3.3701,idle
14323,0.2041,0.0804,0.3855,3.21,-1.89,-0.43,0.4436,3.7478,idle
14343,0.2012,0.0822,0.3800,3.63,-2.64,-0.82,0.4377,4.5671,idle
14363,0.2034,0.0844,0.3792,3.62,-1.98,-1.47,0.4384,4.3794,idle
14383,0.2017,0.0847,0.3801,3.74,-1.83,-1.44,0.4386,4.4053,idle
14403,0.1992,0.0850,0.3728,3.47,-0.89,-1.47,0.4311,3.8656,idle
14423,0.1954,0.0873,0.3733,2.85,-1.42,-1.51,0.4303,3.5286,idle
14443,0.2017,0.0839,0.3705,2.11,-1.82,-1.30,0.4301,3.0698,idle
14463,0.1981,0.0851,0.3687,1.37,-0.58,-0.93,0.4271,1.7584,idle
14483,0.1954,0.0825,0.3748,0.37,-0.87,-0.55,0.4306,1.0925,idle
14503,0.2000,0.0825,0.3722,0.32,-1.54,-0.64,0.4305,1.7005,idle
14523,0.2034,0.0839,0.3767,-0.20,-0.89,-0.73,0.4362,1.1664,idle
14543,0.1984,0.0784,0.3776,-0.02,-1.21,-0.70,0.4336,1.3958,idle
14563,0.2009,0.0775,0.3765,0.26,-2.17,-0.27,0.4337,2.2006,idle
14583,0.2050,0.0848,0.3776,0.61,-1.89,0.08,0.4379,1.9907,idle
14603,0.2000,0.0841,0.3811,0.46,-1.62,0.08,0.4385,1.6836,idle
14623,0.1970,0.0868,0.3789,1.19,-2.27,0.64,0.4358,2.6465,idle
14643,0.1986,0.0863,0.3800,0.99,-2.93,0.96,0.4374,3.2407,idle
14663,0.2036,0.0880,0.3782,0.58,-2.50,0.73,0.4384,2.6726,idle
14683,0.2023,0.0867,0.3750,0.31,-1.34,0.66,0.4348,1.5262,idle
14703,0.1957,0.0858,0.3751,-0.06,-2.37,0.47,0.4317,2.4140,idle
14723,0.2026,0.0897,0.3770,-0.18,-2.69,0.32,0.4373,2.7123,idle
14743,0.2034,0.0884,0.3771,-0.53,-1.79,0.23,0.4374,1.8785,idle
14763,0.2010,0.0848,0.3807,-0.67,-1.56,0.00,0.4388,1.6960,idle
