time_ms,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,label
35383,0.0503,0.0851,0.3932,2.78,-5.36,0.34,0.4054,6.0457,idle
35403,0.0522,0.0905,0.3961,3.04,-2.78,0.85,0.4097,4.2050,idle
35423,0.0350,0.0878,0.4059,3.05,-1.56,1.51,0.4167,3.7461,idle
35443,0.0315,0.0884,0.4148,2.43,-4.21,2.14,0.4253,5.3119,idle
35463,0.0402,0.0829,0.4113,2.06,-5.01,2.72,0.4214,6.0588,idle
35483,0.0529,0.0763,0.3994,2.09,-4.56,3.42,0.4101,6.0752,idle
35503,0.0687,0.0776,0.3970,0.92,-1.07,1.98,0.4103,2.4332,idle
35523,0.0631,0.0815,0.3976,0.72,3.30,0.41,0.4107,3.4000,idle
35543,0.0488,0.0917,0.4016,-0.46,4.43,0.11,0.4148,4.4524,idle
35563,0.0283,0.0995,0.4153,-0.64,1.76,0.79,0.4280,2.0308,idle
35583,0.0366,0.0978,0.4087,-0.75,-2.92,1.97,0.4218,3.5975,idle
35603,0.0494,0.0973,0.4077,-0.73,-5.34,2.24,0.4221,5.8418,idle
35623,0.0626,0.0923,0.4034,-0.60,-4.52,2.52,0.4186,5.2079,idle
35643,0.0746,0.0956,0.3958,0.18,-0.58,1.65,0.4139,1.7575,idle
35663,0.0671,0.1002,0.4032,1.07,3.18,1.36,0.4209,3.6156,idle
35683,0.0592,0.1034,0.4111,1.19,3.53,0.96,0.4280,3.8446,idle
35703,0.0453,0.1094,0.4093,1.71,0.96,0.84,0.4261,2.1340,idle
35723,0.0608,0.1085,0.4054,1.77,-1.63,0.24,0.4240,2.4217,idle
35743,0.0637,0.1125,0.3983,2.11,-1.97,0.41,0.4188,2.9134,idle
35763,0.0671,0.1102,0.4022,1.36,-1.98,0.35,0.4224,2.4308,idle
35783,0.0652,0.1100,0.4031,1.24,-2.02,0.21,0.4229,2.3741,idle
35803,0.0688,0.1133,0.4071,0.87,-1.24,-0.21,0.4281,1.5272,idle
35823,0.0677,0.1073,0.4041,0.55,-0.50,-0.38,0.4235,0.8376,idle
35843,0.0579,0.1089,0.4109,0.11,-1.01,-0.17,0.4290,1.0271,idle
35863,0.0518,0.1006,0.4117,0.34,-3.07,0.55,0.4270,3.1356,idle
35883,0.0519,0.0970,0.4102,0.46,-4.37,0.76,0.4247,4.4562,idle
35903,0.0529,0.0942,0.4062,0.43,-4.81,0.90,0.4204,4.9114,idle
35923,0.0588,0.0875,0.4011,0.24,-4.20,-0.09,0.4148,4.2066,idle
35943,0.0642,0.0822,0.3993,0.11,-2.32,-0.58,0.4127,2.3944,idle
35963,0.0687,0.0813,0.3995,0.18,0.27,-1.53,0.4135,1.5620,idle
35983,0.0605,0.0818,0.3925,0.09,2.82,-2.50,0.4054,3.7756,idle
36003,0.0554,0.0868,0.3947,-1.28,3.74,-3.30,0.4079,5.1488,idle
36023,0.0596,0.0924,0.3898,-2.72,4.08,-3.77,0.4050,6.1824,idle
36043,0.0576,0.0897,0.3927,-4.31,5.68,-3.98,0.4069,8.1651,idle
36063,0.0464,0.0879,0.3889,-5.39,6.31,-4.00,0.4014,9.2088,idle
36083,0.0457,0.0881,0.3917,-7.22,4.84,-4.32,0.4041,9.7077,idle
36103,0.0533,0.0912,0.3872,-9.98,4.67,-4.98,0.4014,12.0951,idle
36123,0.0618,0.0861,0.3802,-12.49,7.16,-6.08,0.3947,15.6255,idle
36143,0.0638,0.0830,0.3889,-14.69,12.41,-7.21,0.4028,20.5353,idle
36163,0.0426,0.0811,0.4000,-15.68,15.47,-7.37,0.4104,23.2251,idle
36183,0.0236,0.0764,0.4084,-16.72,15.02,-6.99,0.4162,23.5384,idle
36203,0.0068,0.0748,0.4141,-18.20,9.31,-5.45,0.4208,21.1571,idle
36223,0.0166,0.0758,0.4128,-21.44,3.33,-4.66,0.4201,22.1861,idle
36243,0.0411,0.0674,0.4075,-24.40,1.79,-4.82,0.4150,24.9334,idle
36263,0.0525,0.0573,0.4020,-26.26,5.76,-5.25,0.4094,27.3911,idle
36283,0.0427,0.0441,0.4114,-26.47,10.58,-6.58,0.4159,29.2587,idle
36303,-0.0087,0.0372,0.4436,-24.34,7.86,-6.87,0.4452,26.4812,idle
36323,-0.0292,0.0343,0.4613,-23.30,-3.37,-6.38,0.4635,24.3904,idle
36343,-0.0002,0.0247,0.4552,-21.01,-13.36,-7.05,0.4559,25.8753,idle
36363,0.0282,0.0197,0.4371,-17.65,-14.15,-8.89,0.4385,24.3050,idle
36383,0.0436,0.0192,0.4279,-13.86,-10.18,-10.37,0.4305,20.0831,idle
36403,0.0443,0.0205,0.4146,-10.21,-2.85,-11.33,0.4174,15.5177,idle
36423,0.0287,0.0205,0.4207,-6.72,2.95,-11.53,0.4221,13.6628,idle
36443,-0.0016,0.0255,0.4287,-3.98,3.22,-10.38,0.4295,11.5773,idle
36463,-0.0264,0.0281,0.4355,-2.41,-3.73,-6.75,0.4372,8.0767,idle
36483,-0.0067,0.0286,0.4298,-1.80,-10.73,-4.15,0.4308,11.6483,idle
36503,0.0182,0.0215,0.4170,-0.90,-11.63,-1.74,0.4179,11.7975,idle
36523,0.0546,0.0253,0.4030,-0.52,-6.95,-1.31,0.4074,7.0886,idle
36543,0.0492,0.0231,0.4049,0.61,-0.40,-1.47,0.4085,1.6367,idle
36563,0.0366,0.0278,0.4056,2.15,4.31,-1.05,0.4082,4.9274,idle
36583,0.0260,0.0316,0.4075,1.92,4.47,-0.70,0.4095,4.9198,idle
36603,0.0233,0.0387,0.4028,1.21,2.23,-1.15,0.4054,2.7811,idle
36623,0.0300,0.0383,0.3997,1.22,1.74,-1.50,0.4026,2.5999,idle
36643,0.0338,0.0449,0.4025,0.92,2.37,-1.73,0.4064,3.0684,idle
36663,0.0284,0.0491,0.4062,0.34,2.37,-1.76,0.4102,2.9657,idle
36683,0.0236,0.0502,0.4119,-0.50,1.59,-1.59,0.4156,2.3013,idle
36703,0.0132,0.0504,0.4098,-1.80,-0.66,-0.67,0.4131,2.0317,idle
36723,0.0114,0.0505,0.4163,-2.70,-3.25,1.36,0.4195,4.4411,idle
36743,0.0144,0.0480,0.4188,-3.56,-6.08,4.12,0.4218,8.1589,idle
36763,0.0220,0.0391,0.4204,-3.18,-4.95,5.57,0.4228,8.0997,forward
36783,0.0156,0.0386,0.4282,-2.44,-3.31,6.50,0.4302,7.6969,forward
36803,0.0117,0.0383,0.4293,-1.79,-3.30,6.99,0.4312,7.9347,forward
36823,0.0187,0.0341,0.4279,-1.15,-2.95,8.37,0.4296,8.9437,forward
36843,0.0234,0.0275,0.4308,0.37,-0.15,9.27,0.4323,9.2757,forward
36863,0.0183,0.0288,0.4325,1.98,2.46,10.46,0.4338,10.9248,forward
36883,0.0137,0.0331,0.4357,2.73,1.21,10.98,0.4371,11.3763,forward
36903,0.0229,0.0265,0.4321,2.69,-0.23,11.01,0.4335,11.3332,forward
36923,0.0317,0.0255,0.4263,3.53,-0.60,9.54,0.4282,10.1903,forward
36943,0.0347,0.0261,0.4192,4.61,0.66,7.69,0.4214,8.9943,forward
36963,0.0328,0.0236,0.4153,5.07,1.94,6.08,0.4172,8.1470,forward
36983,0.0277,0.0240,0.4152,5.54,1.74,5.54,0.4168,8.0285,forward
37003,0.0193,0.0237,0.4175,5.60,-0.41,5.10,0.4186,7.5872,forward
37023,0.0262,0.0222,0.4147,5.39,-3.15,3.59,0.4161,7.1978,forward
37043,0.0304,0.0216,0.4131,4.82,-4.18,1.86,0.4148,6.6516,forward
37063,0.0405,0.0203,0.4025,4.63,-4.18,-0.26,0.4050,6.2423,forward
37083,0.0416,0.0256,0.3986,4.64,-1.40,-1.37,0.4015,5.0400,forward
37103,0.0374,0.0258,0.3988,4.49,0.75,-2.60,0.4014,5.2386,forward
37123,0.0251,0.0265,0.4005,4.26,1.37,-3.63,0.4022,5.7650,forward
37143,0.0234,0.0293,0.3971,3.21,0.50,-4.38,0.3989,5.4527,forward
37163,0.0255,0.0308,0.3914,2.40,0.60,-5.28,0.3934,5.8313,forward
37183,0.0211,0.0291,0.3914,1.80,1.63,-6.46,0.3930,6.9007,forward
37203,0.0128,0.0309,0.3959,1.92,2.58,-6.79,0.3973,7.5176,forward
37223,0.0125,0.0404,0.3942,1.28,1.54,-6.15,0.3964,6.4713,forward
37243,0.0046,0.0452,0.3986,0.96,0.98,-5.28,0.4011,5.4575,forward
37263,0.0070,0.0535,0.4078,1.47,-0.18,-4.99,0.4114,5.2063,forward
37283,0.0013,0.0580,0.4341,2.43,-2.05,-3.80,0.4379,4.9527,forward
37303,0.0017,0.0721,0.4860,5.53,-6.03,-1.48,0.4913,8.3129,forward
37323,-0.0187,0.0892,0.5876,14.20,-14.78,2.52,0.5947,20.6483,forward
37343,-0.0156,0.1021,0.7100,29.92,-32.78,6.55,0.7174,44.8638,forward
37363,-0.0148,0.0676,0.8474,58.63,-59.97,6.99,0.8502,84.1560,forward
37383,0.0667,0.0022,0.8779,97.95,-75.15,-0.84,0.8805,123.4605,forward
37403,0.1486,-0.0225,0.7847,137.95,-62.99,-12.35,0.7989,152.1576,forward
37423,0.1545,0.0260,0.7150,174.61,-38.92,-19.16,0.7319,179.9179,forward
37443,0.1575,0.0601,0.6790,203.80,-19.54,-24.31,0.6996,206.1740,forward
37463,0.1060,0.0494,0.6171,230.46,1.22,-28.11,0.6280,232.1689,forward
37483,0.0176,0.0621,0.5046,250.34,13.10,-28.55,0.5088,252.2989,forward
37503,-0.0312,0.0834,0.3586,258.27,7.18,-23.60,0.3695,259.4503,forward
37523,-0.0645,0.1348,0.2572,255.97,-5.69,-16.53,0.2974,256.5661,forward
37543,-0.0463,0.1757,0.2163,247.65,-19.30,-5.39,0.2825,248.4580,forward
