time_ms,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,label
173463,0.1844,0.0278,0.3833,1.54,-2.46,-0.15,0.4263,2.9057,idle
173483,0.1823,0.0284,0.3876,1.07,-2.43,-0.43,0.4292,2.6865,idle
173503,0.1788,0.0255,0.3871,0.69,-3.07,-0.55,0.4272,3.1923,idle
173523,0.1830,0.0260,0.3922,0.24,-3.50,-0.63,0.4336,3.5602,idle
173543,0.1849,0.0260,0.3845,-0.50,-2.14,-0.72,0.4275,2.3102,idle
173563,0.1763,0.0258,0.3943,-0.92,-2.37,-0.90,0.4327,2.6927,idle
173583,0.1771,0.0254,0.3915,-0.73,-3.30,-0.58,0.4304,3.4276,idle
173603,0.1838,0.0258,0.4003,-0.34,-3.30,-0.70,0.4412,3.3884,idle
173623,0.1793,0.0232,0.3961,-0.47,-2.35,-0.43,0.4354,2.4361,idle
173643,0.1772,0.0265,0.4009,0.17,-2.92,-0.18,0.4391,2.9266,idle
173663,0.1836,0.0300,0.4012,0.82,-2.87,-0.12,0.4423,2.9888,idle
173683,0.1820,0.0251,0.3993,0.79,-1.59,-0.14,0.4395,1.7805,idle
173703,0.1832,0.0262,0.4053,1.48,-1.92,-0.09,0.4455,2.4294,idle
173723,0.1849,0.0234,0.3920,1.37,-1.57,-0.52,0.4340,2.1518,idle
173743,0.1842,0.0242,0.3998,1.50,-0.98,-0.70,0.4408,1.9200,idle
173763,0.1797,0.0262,0.3999,2.09,-1.63,-0.89,0.4392,2.7978,idle
173783,0.1829,0.0265,0.3964,2.49,-1.51,-0.64,0.4373,2.9814,idle
173803,0.1836,0.0280,0.3918,2.02,-0.43,-0.50,0.4336,2.1208,idle
173823,0.1842,0.0278,0.3898,2.40,-0.73,-0.43,0.4320,2.5427,idle
173843,0.1865,0.0304,0.3877,2.38,-0.70,-0.87,0.4313,2.6311,idle
173863,0.1816,0.0286,0.3942,1.68,-0.08,-1.02,0.4349,1.9679,idle
173883,0.1794,0.0284,0.3894,1.88,-0.79,-1.02,0.4297,2.2810,idle
173903,0.1870,0.0264,0.3896,1.79,-1.16,-1.05,0.4330,2.3763,idle
173923,0.1818,0.0258,0.3918,1.98,0.05,-1.01,0.4327,2.2263,idle
173943,0.1781,0.0297,0.3920,2.11,-1.16,-0.84,0.4316,2.5476,idle
173963,0.1885,0.0297,0.3937,2.11,-1.83,-0.81,0.4375,2.9069,idle
173983,0.1857,0.0302,0.3907,1.57,0.09,-1.01,0.4337,1.8699,idle
174003,0.1818,0.0276,0.3909,1.13,-0.43,-1.08,0.4319,1.6230,idle
174023,0.1818,0.0278,0.3898,1.39,-2.03,-1.76,0.4310,3.0226,idle
174043,0.1832,0.0265,0.3842,0.84,-1.63,-1.71,0.4264,2.5095,idle
174063,0.1783,0.0292,0.3922,0.92,-0.93,-1.54,0.4318,2.0209,idle
174083,0.1747,0.0271,0.3929,0.84,-0.87,-1.02,0.4309,1.5839,idle
174103,0.1781,0.0292,0.3895,0.89,-1.76,-0.85,0.4293,2.1442,idle
174123,0.1799,0.0280,0.3911,0.79,-1.85,-0.96,0.4314,2.2289,idle
174143,0.1797,0.0292,0.3943,0.61,-1.68,-0.67,0.4343,1.9091,idle
174163,0.1831,0.0265,0.3965,0.52,-1.66,-0.58,0.4375,1.8372,idle
174183,0.1810,0.0295,0.3973,0.81,-1.13,-0.93,0.4376,1.6729,idle
174203,0.1788,0.0262,0.3958,1.36,-1.95,-1.28,0.4351,2.7037,idle
174223,0.1812,0.0248,0.3943,1.94,-2.44,-1.24,0.4346,3.3550,idle
174243,0.1814,0.0294,0.3962,2.11,-2.14,-1.15,0.4368,3.2122,idle
174263,0.1801,0.0286,0.3909,1.92,-1.85,-1.33,0.4313,2.9795,idle
174283,0.1794,0.0297,0.3917,1.98,-2.14,-0.76,0.4319,3.0150,idle
174303,0.1785,0.0304,0.3936,1.94,-2.08,-0.93,0.4332,2.9896,idle
174323,0.1775,0.0298,0.3916,1.57,-2.21,-0.85,0.4310,2.8468,idle
174343,0.1781,0.0311,0.3904,1.15,-2.15,-0.76,0.4302,2.5550,idle
174363,0.1781,0.0278,0.3916,1.16,-2.26,-0.50,0.4311,2.5895,idle
174383,0.1804,0.0328,0.3901,1.47,-2.09,-0.31,0.4311,2.5722,idle
174403,0.1799,0.0291,0.3857,0.63,-2.21,-0.14,0.4266,2.3046,idle
174423,0.1785,0.0291,0.3905,0.61,-1.94,0.03,0.4303,2.0331,idle
174443,0.1776,0.0262,0.3890,0.64,-2.43,0.15,0.4285,2.5154,idle
174463,0.1807,0.0273,0.3948,0.89,-2.75,0.44,0.4350,2.9210,idle
174483,0.1819,0.0276,0.3916,0.56,-2.53,0.40,0.4327,2.6267,idle
174503,0.1769,0.0331,0.3934,0.76,-2.06,0.73,0.4326,2.3168,idle
174523,0.1770,0.0291,0.3959,0.69,-2.53,1.11,0.4346,2.8526,idle
174543,0.1782,0.0273,0.3964,0.72,-2.63,0.82,0.4354,2.8443,idle
174563,0.1782,0.0288,0.3898,0.63,-1.69,1.08,0.4296,2.1068,idle
174583,0.1792,0.0323,0.3920,0.31,-1.44,1.15,0.4322,1.8612,idle
174603,0.1799,0.0265,0.3964,0.32,-0.78,1.05,0.4361,1.3486,idle
174623,0.1750,0.0309,0.3988,0.38,-1.33,1.54,0.4366,2.0707,idle
174643,0.1790,0.0293,0.3982,0.52,-2.03,1.74,0.4375,2.7243,idle
174663,0.1797,0.0297,0.3958,0.58,-1.15,1.69,0.4356,2.1259,idle
174683,0.1809,0.0294,0.3942,0.75,-0.76,1.22,0.4347,1.6230,idle
174703,0.1804,0.0328,0.3992,1.22,-1.71,0.93,0.4393,2.2985,idle
174723,0.1819,0.0323,0.3945,2.02,-1.85,0.79,0.4356,2.8468,idle
174743,0.1765,0.0342,0.3927,2.05,-0.98,0.67,0.4319,2.3646,idle
174763,0.1764,0.0330,0.3938,2.58,-1.73,0.84,0.4328,3.2154,idle
174783,0.1775,0.0328,0.3940,3.27,-2.55,1.10,0.4334,4.2876,idle
174803,0.1776,0.0311,0.3916,3.68,-2.96,1.40,0.4311,4.9278,idle
