time_ms,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,label
12183,0.2715,-0.0165,0.3591,-0.34,2.56,0.76,0.4505,2.6971,idle
12203,0.2780,-0.0226,0.3574,-1.45,-0.34,-0.89,0.4533,1.7322,idle
12223,0.2839,-0.0154,0.3480,-2.85,1.91,-1.07,0.4494,3.5965,idle
12243,0.2797,-0.0231,0.3510,-3.53,3.50,-0.85,0.4493,5.0390,idle
12263,0.2794,-0.0260,0.3594,-3.56,4.29,-2.15,0.4560,5.9743,idle
12283,0.2780,-0.0282,0.3600,-2.44,2.40,-2.06,0.4557,3.9950,idle
12303,0.2794,-0.0255,0.3556,-1.16,1.04,-2.09,0.4530,2.6075,idle
12323,0.2749,-0.0215,0.3510,-0.93,-0.66,-2.21,0.4463,2.4898,idle
12343,0.2679,-0.0228,0.3527,-1.34,-2.95,-2.53,0.4435,4.1122,idle
12363,0.2820,-0.0203,0.3574,-1.05,-1.97,-2.69,0.4557,3.4941,idle
12383,0.2780,-0.0199,0.3649,-0.79,1.44,-3.74,0.4591,4.0842,idle
12403,0.2686,-0.0170,0.3628,0.41,0.73,-2.90,0.4517,3.0202,idle
12423,0.2698,-0.0131,0.3571,0.14,1.02,-2.70,0.4477,2.8927,idle
12443,0.2657,-0.0177,0.3617,-0.32,0.44,-2.29,0.4492,2.3544,idle
12463,0.2668,-0.0249,0.3593,0.35,-2.15,-2.37,0.4482,3.2183,idle
12483,0.2804,-0.0249,0.3530,1.04,-1.25,-2.17,0.4515,2.7102,idle
12503,0.2750,-0.0215,0.3551,0.90,1.65,-1.40,0.4497,2.3458,idle
12523,0.2706,-0.0284,0.3640,1.05,0.92,-2.14,0.4545,2.5529,idle
12543,0.2700,-0.0233,0.3524,1.59,-1.10,-2.08,0.4446,2.8356,idle
12563,0.2688,-0.0221,0.3453,1.21,-0.72,-1.36,0.4382,1.9534,idle
12583,0.2753,-0.0253,0.3501,1.25,-0.53,-1.30,0.4461,1.8807,idle
12603,0.2697,-0.0232,0.3590,1.28,0.06,-1.66,0.4496,2.1018,idle
12623,0.2725,-0.0276,0.3610,1.79,-1.36,-1.42,0.4531,2.6557,idle
12643,0.2738,-0.0203,0.3542,1.83,-1.74,-1.69,0.4482,3.0426,idle
12663,0.2695,-0.0161,0.3512,1.54,-1.92,-1.33,0.4430,2.8004,idle
12683,0.2684,-0.0173,0.3544,0.61,-0.50,-1.47,0.4449,1.6658,idle
12703,0.2679,-0.0200,0.3579,0.81,-1.37,-1.31,0.4475,2.0656,idle
12723,0.2701,-0.0199,0.3561,1.04,-2.27,-0.79,0.4474,2.6235,idle
12743,0.2749,-0.0195,0.3572,1.53,-1.85,-0.56,0.4511,2.4622,idle
12763,0.2736,-0.0199,0.3636,0.93,-1.68,-1.22,0.4555,2.2758,idle
12783,0.2714,-0.0222,0.3574,0.53,-2.08,-1.82,0.4493,2.8102,idle
12803,0.2778,-0.0183,0.3562,0.78,-1.68,-2.17,0.4521,2.8507,idle
12823,0.2727,-0.0121,0.3525,0.78,-0.17,-2.00,0.4459,2.1528,idle
12843,0.2694,-0.0184,0.3597,0.66,0.29,-2.00,0.4498,2.1249,idle
12863,0.2622,-0.0240,0.3658,1.45,-0.26,-1.66,0.4507,2.2227,idle
12883,0.2656,-0.0210,0.3617,2.34,-2.06,-1.45,0.4492,3.4363,idle
12903,0.2632,-0.0168,0.3466,2.98,-3.37,-0.64,0.4355,4.5452,idle
12923,0.2693,-0.0199,0.3435,2.69,-3.39,-0.17,0.4369,4.3285,idle
