time_ms,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,label
11523,0.0032,0.0469,0.4081,1.54,-2.52,-0.82,0.4108,3.0665,idle
11543,0.0079,0.0518,0.4104,1.33,-3.27,-0.52,0.4137,3.5648,idle
11563,0.0068,0.0435,0.4183,0.64,-3.37,-0.63,0.4206,3.4910,idle
11583,0.0000,0.0449,0.4176,0.38,-3.45,-1.04,0.4200,3.6233,idle
11603,0.0026,0.0447,0.4121,0.26,-3.74,-0.95,0.4145,3.8671,idle
11623,0.0074,0.0458,0.4113,-0.32,-2.99,-0.99,0.4139,3.1689,idle
11643,0.0042,0.0402,0.4182,-0.31,-2.14,-1.19,0.4202,2.4657,idle
11663,-0.0056,0.0372,0.4143,0.00,-4.26,-0.93,0.4160,4.3602,idle
11683,0.0012,0.0416,0.4104,0.06,-5.34,-1.19,0.4125,5.4749,idle
11703,0.0039,0.0415,0.4104,0.24,-4.02,-1.66,0.4125,4.3533,idle
11723,-0.0001,0.0398,0.4141,0.41,-2.37,-1.45,0.4160,2.8060,idle
11743,-0.0035,0.0410,0.4108,1.05,-1.42,-1.05,0.4128,2.0580,idle
11763,-0.0074,0.0416,0.4135,1.94,-2.79,-0.40,0.4156,3.4239,idle
11783,0.0012,0.0427,0.4182,2.03,-2.76,-0.29,0.4204,3.4414,idle
11803,0.0013,0.0389,0.4110,2.32,-2.46,-0.95,0.4129,3.5104,idle
11823,0.0112,0.0428,0.4120,2.87,-1.10,-1.13,0.4144,3.2746,idle
11843,0.0096,0.0454,0.4136,3.02,2.09,-1.08,0.4162,3.8325,idle
11863,0.0026,0.0497,0.4076,3.05,2.79,-0.79,0.4106,4.2142,idle
11883,-0.0104,0.0503,0.4053,2.76,0.95,-0.02,0.4085,2.9210,idle
11903,-0.0061,0.0488,0.4004,2.09,-2.92,0.90,0.4034,3.6999,idle
11923,0.0071,0.0471,0.4070,1.08,-3.27,0.85,0.4098,3.5469,idle
11943,0.0134,0.0416,0.4030,0.18,-0.78,0.55,0.4053,0.9705,idle
11963,0.0129,0.0392,0.4045,-0.78,1.83,0.09,0.4066,1.9928,idle
11983,0.0063,0.0378,0.4015,-1.51,2.95,-0.02,0.4033,3.3116,idle
12003,-0.0001,0.0405,0.4104,-1.97,2.05,-0.03,0.4124,2.8399,idle
12023,0.0006,0.0437,0.4219,-2.34,-0.85,0.84,0.4241,2.6253,idle
12043,0.0065,0.0437,0.4219,-2.37,-2.73,1.15,0.4242,3.7920,idle
12063,0.0200,0.0439,0.4202,-1.66,-2.00,-0.38,0.4229,2.6296,idle
12083,0.0116,0.0414,0.4182,-1.47,0.73,-1.18,0.4204,2.0167,idle
12103,-0.0087,0.0427,0.4226,-0.43,0.14,-0.78,0.4249,0.8988,idle
12123,-0.0100,0.0453,0.4231,0.37,-2.76,0.06,0.4256,2.7882,idle
12143,0.0034,0.0444,0.4144,0.26,-3.73,0.06,0.4168,3.7347,idle
12163,0.0076,0.0428,0.4103,0.41,-2.55,-0.93,0.4126,2.7455,idle
12183,0.0079,0.0403,0.4208,0.67,-1.34,-1.91,0.4228,2.4286,idle
12203,0.0021,0.0400,0.4133,1.30,-0.26,-1.92,0.4153,2.3349,idle
12223,-0.0038,0.0449,0.4188,1.31,-0.06,-1.47,0.4212,1.9687,idle
12243,-0.0039,0.0433,0.4137,0.93,0.21,-0.75,0.4160,1.2135,idle
12263,-0.0062,0.0463,0.4146,0.21,-0.55,0.20,0.4172,0.6222,idle
12283,-0.0044,0.0490,0.4160,-0.06,-2.14,1.53,0.4189,2.6274,idle
12303,0.0039,0.0430,0.4120,-0.60,-3.51,1.98,0.4142,4.0773,idle
12323,0.0093,0.0474,0.4170,-0.87,-2.99,1.89,0.4198,3.6463,idle
12343,0.0057,0.0457,0.4182,-0.99,-2.87,1.56,0.4207,3.4129,idle
12363,0.0002,0.0372,0.4271,-0.53,-4.37,1.36,0.4287,4.6041,idle
12383,0.0078,0.0375,0.4230,0.29,-4.12,0.56,0.4247,4.1708,idle
12403,0.0082,0.0359,0.4177,1.11,-2.84,0.37,0.4193,3.0725,idle
