time_ms,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,label
48703,0.0801,0.0192,0.4086,1.24,-2.46,0.02,0.4168,2.7516,idle
48723,0.0730,0.0205,0.4149,1.24,-1.60,-0.09,0.4218,2.0267,idle
48743,0.0757,0.0190,0.4109,1.48,-1.68,0.26,0.4182,2.2541,idle
48763,0.0764,0.0206,0.4084,1.07,-1.98,-0.02,0.4160,2.2542,idle
48783,0.0791,0.0214,0.4073,0.40,-1.02,0.58,0.4155,1.2412,idle
48803,0.0699,0.0188,0.4109,-0.26,-0.49,1.04,0.4172,1.1764,idle
48823,0.0765,0.0201,0.4167,-0.61,-1.91,0.55,0.4242,2.0777,idle
48843,0.0778,0.0184,0.4108,-0.29,-2.20,0.21,0.4185,2.2278,idle
48863,0.0787,0.0199,0.4115,-0.73,-1.65,-0.09,0.4194,1.8067,idle
48883,0.0782,0.0161,0.4203,-0.72,-1.51,-0.29,0.4278,1.6981,idle
48903,0.0787,0.0197,0.4207,-0.02,-1.74,-0.58,0.4284,1.8347,idle
48923,0.0781,0.0208,0.4149,-0.32,-1.39,-0.24,0.4227,1.4466,idle
48943,0.0765,0.0168,0.4142,-0.31,-2.58,-0.41,0.4215,2.6307,idle
48963,0.0747,0.0182,0.4144,0.24,-2.14,-0.41,0.4215,2.1905,idle
48983,0.0786,0.0179,0.4155,0.20,-1.74,-0.26,0.4233,1.7709,idle
49003,0.0728,0.0195,0.4197,0.06,-1.57,0.09,0.4264,1.5764,idle
49023,0.0692,0.0178,0.4186,0.34,-2.72,0.24,0.4246,2.7491,idle
49043,0.0740,0.0206,0.4174,0.50,-3.47,-0.08,0.4244,3.5029,idle
49063,0.0751,0.0205,0.4167,0.44,-3.77,0.06,0.4240,3.7974,idle
49083,0.0726,0.0186,0.4119,0.38,-3.48,1.10,0.4186,3.6703,idle
49103,0.0802,0.0157,0.4110,0.14,-3.57,1.04,0.4191,3.7228,idle
49123,0.0770,0.0197,0.4138,0.17,-1.07,0.87,0.4214,1.3884,idle
49143,0.0675,0.0199,0.4122,-0.29,-1.62,0.61,0.4182,1.7539,idle
49163,0.0713,0.0173,0.4165,-0.15,-3.02,1.44,0.4229,3.3497,idle
49183,0.0784,0.0154,0.4136,-0.17,-3.54,0.76,0.4212,3.6272,idle
49203,0.0790,0.0182,0.4167,-0.02,-2.20,0.81,0.4246,2.3427,idle
49223,0.0789,0.0177,0.4148,0.18,-1.77,0.53,0.4226,1.8589,idle
49243,0.0817,0.0177,0.4174,0.00,-1.62,0.09,0.4256,1.6209,idle
49263,0.0793,0.0128,0.4203,0.23,-1.85,-0.49,0.4279,1.9245,idle
49283,0.0752,0.0165,0.4142,0.61,-2.06,-0.85,0.4213,2.3134,idle
49303,0.0753,0.0184,0.4154,0.56,-1.76,-0.37,0.4226,1.8804,idle
49323,0.0779,0.0116,0.4117,0.76,-1.56,-0.43,0.4192,1.7862,idle
49343,0.0731,0.0151,0.4124,0.69,-1.18,-0.81,0.4191,1.5839,idle
49363,0.0743,0.0160,0.4169,0.73,-1.74,-0.40,0.4237,1.9297,idle
49383,0.0771,0.0162,0.4143,0.63,-1.11,0.06,0.4217,1.2797,idle
49403,0.0732,0.0189,0.4136,0.73,-1.66,0.14,0.4204,1.8235,idle
49423,0.0754,0.0146,0.4170,0.89,-2.70,0.12,0.4240,2.8463,idle
49443,0.0814,0.0143,0.4121,1.15,-2.12,-0.06,0.4203,2.4121,idle
49463,0.0763,0.0162,0.4119,0.75,-1.15,-0.26,0.4192,1.3922,idle
49483,0.0745,0.0154,0.4137,0.82,-0.85,0.06,0.4206,1.1893,idle
49503,0.0765,0.0168,0.4133,0.64,-1.22,0.41,0.4207,1.4397,idle
49523,0.0789,0.0192,0.4075,-0.08,-0.81,0.50,0.4155,0.9562,idle
49543,0.0731,0.0165,0.4165,0.00,-0.99,0.21,0.4232,1.0151,idle
49563,0.0731,0.0176,0.4131,0.17,-1.71,0.03,0.4199,1.7184,idle
49583,0.0780,0.0164,0.4137,0.46,-1.37,-0.11,0.4213,1.4523,idle
49603,0.0747,0.0166,0.4193,0.27,-1.95,-0.11,0.4262,1.9763,idle
49623,0.0780,0.0193,0.4181,0.78,-2.02,-0.03,0.4257,2.1607,idle
49643,0.0771,0.0177,0.4136,0.84,-0.84,0.09,0.4211,1.1910,idle
49663,0.0778,0.0160,0.4155,0.79,-0.21,0.12,0.4230,0.8312,idle
49683,0.0712,0.0160,0.4165,0.92,-0.75,-0.09,0.4228,1.1862,idle
49703,0.0746,0.0188,0.4147,1.18,-1.94,-0.50,0.4217,2.3228,idle
49723,0.0740,0.0170,0.4176,0.92,-2.08,-0.27,0.4244,2.2860,idle
49743,0.0787,0.0122,0.4128,0.84,-1.62,-0.09,0.4205,1.8255,idle
49763,0.0751,0.0166,0.4130,0.95,-0.46,-0.27,0.4201,1.0869,idle
49783,0.0697,0.0217,0.4097,0.20,-0.67,0.23,0.4161,0.7369,idle
49803,0.0693,0.0179,0.4094,-0.17,-1.47,0.61,0.4156,1.5966,idle
